Duration (in seconds),Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_text,Q3.1,Q3.1 text,Q3.2,Q3.2 text,Q3.3,Q3.3 text,Q3.4,Q3.4 text,Q3.5,Q3.5 text,Q3.6,Q3.6 text,Q3.7,Q3.7 text,Q3.8,Q3.8 text,Q3.9,Q3.9 text,Q3.10,Q3.10 text,Q3.text,Q4,Q5,Q5_text,Q6,Q6_9_TEXT,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q8a_1,Q8a_2,Q8a_3,Q8a_4,Q8a_5,Q8a_6,Q8a_7,Q8a_8,Q8a_9,Q8a_10,Q8a_11,Q8b_1,Q8b_2,Q8b_3,Q8b_4,Q8b_5,Q8b_6,Q8b_7,Q8b_8,Q8b_9,Q8b_10,Q8b_11,Q9a_1,Q9a_2,Q9a_3,Q9a_4,Q9a_5,Q9a_6,Q9a_7,Q9a_8,Q9a_9,Q9a_10,Q9b_1,Q9b_2,Q9b_3,Q9b_4,Q9b_5,Q9b_6,Q9b_7,Q9b_8,Q9b_9,Q9b_10,Q10,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q16,Q17,Q17_3_TEXT,Q18,Q19,Q20,Q20_9_TEXT,Q22
1021,1,1,4,1,4,,48,,2,,3,,4,,4,,4,,4,,4,,3,,4,,,5,4,Need more data,2,,1,2,1,3,3,3,2,2,2,4,2,4,5,4,4,4,4,2,6,6,2,2,2,2,6,4,3,4,6,3,6,6,6,6,6,6,6,4,4,6,6,6,6,6,6,6,6,6,3,,2,2,3,5,4,4,4,4,5,4,4,4,2,6,4,4,2,2,2,2,4,3,4,4,4,2,5,5,5,4,4,4,1,3,4,,1,,41,2,7,,Most will not have enough of an understanding to be able to contribute meaningfully at this point 
1491,1,2,4,2,4,,49,,3,,4,,4,,4,,4,,4,,5,,5,,4,,,2,4,directly remove part of GHG emission ,1,,2,3,3,4,2,3,2,2,3,4,3,4,5,4,4,4,2,2,2,2,4,4,3,5,4,3,3,2,3,3,3,4,4,5,4,4,3,4,3,3,4,4,3,4,5,4,3,3,4,,3,3,4,3,4,4,4,5,4,3,4,3,4,3,4,3,2,4,3,3,4,1,4,2,4,4,2,4,3,4,3,2,2,2,4,,1,,39,6,7,,
668,1,3,4,2,4,,48,,3,,3,,1,,3,,2,,4,,1,,3,,4,,,5,3,"It seems reasonable, probably won't scale to meaningfully impact atmospheric CO2 concentrations.",2,,3,1,1,1,1,1,4,4,3,5,2,5,4,5,5,5,2,3,3,2,4,1,2,3,3,3,3,2,2,1,2,4,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,3,,2,4,2,4,4,4,4,4,4,4,5,4,2,3,4,2,2,4,4,2,2,2,4,4,4,2,1,4,3,4,5,5,2,3,4,,1,,26,1,7,,
494,1,2,4,2,4,,49,,3,,4,,4,,1,,2,,3,,3,,2,,3,,,2,5,It is a nice experiment,1,,4,5,5,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,5,4,5,4,5,4,4,5,5,5,4,4,4,4,,4,5,5,4,5,5,5,5,5,5,4,4,5,5,4,5,4,5,4,4,5,5,4,5,4,4,4,4,4,5,5,5,4,4,4,,1,,20,2,7,,
2560,1,2,5,2,5,,50,,5,,5,,1,,3,,2,,4,,3,,4,,5,,,5,4,"Neat technology to achieve negative emissions if doable (lots of electricity needed, not only to compress CO2 but also in the DAC process as well, as heating will have to be done through from some sort of electrical heater). Of course, cost will be the major obstacle: on-shore DAC + mineralization is already pretty expensive, so wen it comes to off-shore... As for the location, I cannot comment: whether off the west coast is better than off the east cost (or somewhere else) is to be addressed by experts in the field.",1,,1,2,2,2,2,2,6,6,6,3,2,4,3,2,2,5,2,6,6,6,3,1,2,2,2,2,5,2,5,4,3,3,4,4,2,4,4,5,4,4,3,3,4,5,4,4,5,5,4,,3,3,3,4,4,4,3,5,4,4,3,3,3,2,4,4,2,3,4,3,2,3,4,3,4,2,2,4,4,3,4,3,2,3,4,,1,,38,3,7,,
1565,1,1,2,2,2,,46,,1,,1,,1,,1,,1,,3,,5,,3,,3,,,5,1,Not the most effective way to remove CO2 from the atmosphere.  Very expensive and impractical.,5,,4,5,3,2,2,5,2,2,2,3,2,2,2,5,1,5,5,1,2,1,2,1,1,2,5,1,5,5,1,1,1,3,1,3,1,1,2,1,6,6,6,6,6,6,6,6,6,6,1,,3,1,3,3,3,3,3,3,3,2,3,3,3,1,3,3,4,1,5,4,2,4,2,6,2,2,1,5,5,5,5,5,5,5,5,,3,trans,18,2,7,,
2613,1,4,5,3,5,,49,,5,,5,,1,"What about the life of the biodiversity, it is important to note that any change of the pH balance will have a great impact to the living organisms in the ocean ",1,,1,"The natural ion concentration level of ocean will change, therefore, care must be taken for this kind of option to deal with the change.",4,,5,,3,,5,,,5,5,I support the Solid Carbon project  construction due to the reason that it is the more safe way of Carbon storage as in a long run it is going to change to minerals.,1,,2,1,2,1,1,2,4,4,3,3,3,4,4,2,3,3,2,2,2,1,2,2,2,2,1,1,2,1,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,4,4,5,2,4,5,5,4,5,5,4,4,4,5,5,5,5,1,4,5,5,5,5,1,4,5,,1,,25,4,7,,The survey questions are worth answering
2991,1,3,4,2,1,Consumption and demand managment and population control via education and redistribution of wealth likely more important,48,"The story here is making a ""waste"" into a product - so circular economy narrative.  Which is great except in energy terms its better to avoid that restore - there is not free lunch here so the resources and operational costs need to be very clear and definitiely benefitial.",2,Just as questionable as the onshore version but with added issues of maintaining and offshore infrastructure.,2,Again no free lunch in terms of resources needed to do this and somewhat risky as to permenance?  ,1,See earlier comment and ask oneself how happy you would be to have your complex coupled environment and ecosystems re-engineered on scanty data to suit on species that should have been smart enough not to get into the mess in the first place.  Total insanity.,1,Again is there really the science to be certain of the consequences here - what are the soil health implications etc.,1,"Having messed up our atmosphere, and our soils lets try and solve the problem by engineering a system we have far less data on that either of the other two.  Ludicrously stupid.",2,GHGs as a co-benefit - worth doing for a host of other reasons too,2,Some options for right trees in the right place - but part of a very complex mesh of land use issues and many schemes on marginal land are likely to deliver nothing significant.,1,Really pretty unlikely to work at scale and again pushing nature to solve human systems issues.,2,Very risky as storage only no sequestering - reducing demand on farming systems (intensity) needed too.,"Very skeptical of the effectiveness of any of the engineering solutions - this is all part of the modernist, capitalist, growth obsessed system that has created the problems in the first place.  Need to look more seriously at the other end of the system consumption, waste and over population.",2,3,"Heavily skeptical - the engineering to potentially valuable as a means of offsetting GHG emissions that cannot be eliminated.  The danger though is that this becomes a silver bullet that means things can stay the same as they are for longer when change could actually be hugely benefitial in other ways - x thousand less carbon based vehicles not only gets rid of carbon but particulates, noxious chemicals, noise etc At best part of the solution - eliminating eco-catastophes like fracking and tar sands would perhaps be a better contribution from N. America?",6,,5,5,5,5,5,5,6,6,6,6,6,6,6,5,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,3,6,1,,1,1,1,3,6,3,5,3,5,1,4,3,1,6,1,1,1,3,1,1,1,1,5,5,5,3,1,5,1,5,4,5,1,6,1,,1,,37,1,7,,
178629,1,2,5,2,5,,50,,5,,5,,2,,5,,2,,5,,5,,3,,3,,,5,5,"Because we need to try multiple strategies, that are truly scalable",2,,1,1,2,1,1,1,4,1,1,1,1,1,4,1,1,4,1,3,2,1,1,1,1,4,1,1,4,1,4,4,3,4,5,5,2,5,4,4,3,3,3,3,5,5,3,3,3,3,5,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,1,3,1,3,3,4,3,2,4,3,3,3,3,4,3,3,,2,,16,6,7,,The survey is too long
10504,1,2,4,2,4,Changes in what humans consume is only part of the solution.,50,,5,,5,,6,"I don't know about this technology, but at face value changing the delicate balance in the ocean could have catastrophic consequences. However, definitely worthy of further research.",5,"If there is no negative effect (or negligible), on the soil quality, and no knock-on effect, then it could be a brilliant way to sequester carbon from the atmosphere.",6,I don't know this technology.,5,Very important. Natural solutions are often much cheaper and more effective and sustainable.,5,"In the absence of the option of reforestation on sites which were once forested, afforestation on other sites is a good substitute.",4,Certainly worthy of further research to check its effect on soil quality and to check the implications of competition with biomass as a feedstock.,5,"This is a big one, certainly worth looking into, but will be fraught with challenges to implement wide scale no-till farming (especially due to the long time needed to make the farmland economically productive after the conversion to no-till).","All possible technologies are worthy of consideration and further research, as we don't have time to research only a few at a time.",1,5,Nature based solutions are not going to be enough in the shorth term and a technology like this could bridge the gap. Sounds very promising. Just have to research the possible negative effects of damage to the infrastructure and the consequences to the ocean or atmosphere.,1,,1,1,3,2,3,2,2,2,6,6,6,4,4,6,6,4,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5,5,5,5,6,4,6,4,5,5,6,5,5,5,6,4,6,6,5,"I have selected 'Strongly support' because it sounds like a good option at face value (and we don't have much time on our side), although I don't know very much about how much research has been done on it and the consequences of damage to the infrastructure.",3,4,2,3,4,4,3,5,4,2,6,5,2,1,4,6,3,5,2,4,2,2,4,2,2,1,1,5,5,5,5,3,1,4,5,,1,,36,3,6,,
813,1,6,6,6,6,,49,,3,,3,,2,,3,,2,,5,,4,,3,,5,,,1,4,"It uses renewable energy, and it seems like a more ""permanent"" solution than biological carbon sequestration, for example using afforestation. I do not know enough about it, however, to know of both pros and cons of this technology (so I didn't select ""strongly support"").",2,,1,3,3,3,1,1,6,6,6,6,6,6,4,6,6,5,6,5,5,5,5,5,4,4,3,4,3,3,6,6,6,6,6,6,6,6,6,6,3,4,3,3,4,4,5,4,4,4,4,,1,3,3,4,4,4,4,5,5,4,5,3,3,2,3,3,4,5,4,2,3,2,4,2,4,1,1,4,4,5,5,5,1,2,4,,2,,28,2,7,,
974,1,3,2,1,3,,49,,3,,3,,3,,2,,2,,3,,3,,4,,2,,,5,4,Seems like a methods with relatively low and localized negative impacts,2,,1,2,1,3,2,1,2,1,1,4,1,2,3,2,5,5,5,3,3,3,4,2,2,3,2,5,3,4,4,5,3,3,5,5,3,3,4,5,5,5,3,4,5,5,4,3,4,3,4,,1,2,2,5,4,5,2,5,4,3,4,3,2,2,3,3,4,4,5,3,3,3,4,5,5,1,1,4,1,2,5,3,2,1,3,,1,,44,2,7,,
5504,1,2,5,3,5,"It's all hands on deck, with different technologies utilizing opportunities in different areas",50,,5,,5,,5,,5,,4,,5,,5,,5,,5,These questions are pointless as each has its own restrictions and benefits ,"This survey attempts to value different strategies outside of the context within which they make sense. The results are not useful outside a quantification of method ""popularity"". Please be careful with the results, as these are easily distorted by the media!
",5,6,"I cannot judge the merit without adequate detail, amd have no time to read into it (unless you'd be interedted in hiring me...)",9,Qualified and knowledgeable need to decide,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,"Looks good. Now let's get people with all the facts make the decision, not a community with some lateral connection and a lack of details, which includes me. Sorry",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,"Apologies, ",1,,24,6,7,,
3576,1,4,4,4,5,,49,,3,,2,,1,,3,,2,,5,,3,,2,,5,,,1,6,I don't know the project and not live in US.,6,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,3,3,4,3,3,3,3,4,4,3,4,6,6,6,6,6,3,4,4,3,5,4,4,3,5,2,1,5,4,4,4,5,2,4,5,,2,,30,2,7,,
1487,1,2,4,2,4,,50,,4,,4,,4,,3,,3,,5,,4,,4,,4,,,5,3,"I'm neither oppose nor supporting this climate solutions. Because all climate solutions must go along with deep cuts in CO2 emissions and energy consumption reductions. Context is important when considering climate solutions. 
Besides, Further research are needed to better understand the interactions with other Earth components and climate processes which can be either synergies and colateral impacts",2,,1,2,2,4,5,5,3,4,4,5,5,5,5,4,5,5,5,6,6,3,4,4,4,4,5,5,5,5,4,4,5,5,3,3,3,2,4,2,2,2,1,2,3,3,2,2,3,3,3,,3,3,3,4,4,4,4,4,4,4,4,4,3,2,3,3,2,4,2,2,3,4,4,4,4,3,1,5,4,4,5,4,2,3,5,,1,,22,6,7,,"Some questions about carbon markets, and where relevant water markets, would be useful"
1721,1,2,5,3,3,Dependence on Negative Emissions Technologies and especially on those based on technologically-engineered processes depend on the aggregated level of emissions reductions.,49,,4,,4,,2,,3,,2,,5,,5,,4,,5,,,5,4,"Direct Air Capture and CCS technologies have now been tested for years. If powered with wind turbines, they offer a great opportunity to remove CO2 from the atmosphere. Potential side-effects need however to be considered: environmental degradation on the DAC-CCS site, potential leakages from the storage sites, moral harm (potential creation of disincentives for emissions reductions).",1,,1,2,1,3,3,3,4,6,2,4,2,3,2,4,5,4,5,2,6,6,2,6,3,6,3,3,6,3,4,4,4,4,4,4,4,3,4,3,2,3,3,2,3,3,2,2,2,6,5,,3,4,3,4,6,6,4,5,4,5,5,3,3,2,4,6,2,5,1,5,3,1,5,4,3,2,1,3,4,5,5,4,4,3,5,,1,,14,1,7,,
602155,1,2,2,2,3,,47,,2,,3,,1,,2,,1,,5,,4,,3,,5,,,2,6,I don't know the answer,6,,6,6,6,6,6,6,6,5,6,2,2,6,6,4,4,4,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,,2,2,3,4,3,4,4,6,4,5,4,6,6,6,6,6,2,4,1,2,4,2,4,6,5,1,1,5,4,5,5,5,1,3,5,,1,,60,2,7,,
1304,1,5,4,3,4,,49,,5,,4,,1,,3,,3,,5,,5,,5,,4,,,5,3,I support any technology that help us to achieve climate targets but I’m not familiar with the local issues. ,2,,1,2,1,1,3,3,4,3,4,4,2,3,3,3,2,4,3,1,1,2,3,1,3,3,2,2,2,2,4,3,2,5,4,4,3,2,3,3,4,4,3,5,5,4,4,4,5,5,3,,2,4,5,3,3,3,4,5,4,3,5,3,3,3,3,3,1,1,4,3,1,1,5,5,2,4,1,4,1,4,5,5,1,3,5,,1,,26,2,7,,
1077,1,4,3,2,4,,49,,2,,4,,2,Seems risky / likely to have negative consequences,4,,3,,5,,4,,4,,4,,,5,2,"I don't like the idea of doing this on the ocean, because when something goes wrong the consequences could be catastrophic to marine life.  I would support the same concept if it was on land, which seems like it would be less risky, less expensive, and more likely to succeed.",2,,1,4,4,3,4,1,4,4,4,5,3,5,5,3,2,4,3,2,2,3,4,2,3,4,1,1,2,1,3,4,4,5,4,4,3,4,2,4,4,4,3,3,4,4,3,2,2,3,2,Why not build this type of system on undesirable land?  Seems better than dealing with complications associated with building in off-shore.,3,3,4,4,4,4,4,5,5,5,5,4,2,6,3,2,2,4,4,1,2,2,4,3,4,4,1,4,2,3,5,4,2,2,4,,1,,23,3,6,,
1209,1,5,3,3,3,,46,,2,,2,,3,,3,,3,,2,,1,,1,,1,,,2,2,No research yet on full real scale,6,,3,3,1,3,3,3,1,3,2,2,2,2,3,3,3,5,2,3,3,2,4,3,3,3,4,3,5,3,2,2,3,1,3,2,3,3,5,3,3,2,2,2,2,6,3,6,4,4,4,,4,4,5,1,6,2,6,5,4,5,4,3,5,3,5,5,6,,5,,6,6,,6,6,5,6,2,6,3,3,6,6,6,3,,2,,51,2,7,,
1785,1,2,5,2,4,,47,"The DAC part is fine, but making short-lived products out of the captured CO2 does not permanently trap carbon.",4,,4,,3,This pH effect also happens as a natural consequence of enhanced weathering.,4,,3,Ripple effects of ecosystem changes should be modelled carefully.,4,,4,"To the layperson, this seems like the obvious solution. Water and nutrient footprints will constrain the ultimate scalability.",4,,5,Permanence of storage is the main drawback.,"Optimizing ""decarbonization portfolios"" that integrate NET options with other strategies needs more attention from the research community. Such findings will be useful to countries that have made zero-emission pledges.",5,4,Scalability potential looks good and the fundamental concept is sound.,1,,1,2,2,1,2,1,2,2,2,3,1,2,3,2,2,4,2,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,4,4,4,3,4,3,5,5,4,2,5,4,4,5,4,4,4,,3,4,4,6,6,6,2,5,4,4,6,4,2,2,4,4,2,4,3,2,2,4,4,4,4,4,2,3,3,4,4,4,4,2,4,,1,,31,6,7,,
1995,1,2,4,2,5,,48,,2,,3,,2,,1,,2,,4,,5,,3,,3,,what about CCUS from smoke stacks? whas it included in separating CO2 from air?,5,4,it is important to consider several alternatives to combat climate change and a Solid Carbon project seems a plausible option,1,,3,1,1,1,1,3,4,2,2,2,1,2,3,3,1,4,1,2,2,3,3,1,2,3,2,2,5,1,4,4,3,4,5,3,2,4,3,4,5,5,4,4,5,5,5,4,4,4,4,,3,5,4,3,5,3,4,5,5,4,3,3,2,2,4,3,4,3,4,4,3,2,3,2,4,2,2,4,3,4,2,3,1,2,4,,1,,39,2,7,,
3068,1,4,4,2,4,Natural systems alone will not stabilize the increase at +1.5 deg given the current rate of increase in global emissions.,48,,1,Too small a scale to affect global atmospheric CO2 ,4,This can be done but the scale of application must have more than a local effect. ,1,The math will show that it is not feasible to artificially lowerocean pH to accomplish this goal. ,1,This would only have a local local effect.,1,,3,Would augment the positive effect of terrestrial reforestation.,5, Planting trees to at least offset the expanding negative effect of deforestation. ,1,,4,,"Many of the proposed technologies will work on a local scale. Measured against the global carbon budget however, the positive effects would not be sufficient to affect atmospheric CO2.",5,4,As a pilot project it would show feasibility. Again it is a question of scale. A single  platform or even many will not be sufficient to offset global CO2 emissions.,9,Start small with a pilot project to show that local atmospheric CO2 levels can be significantly reduced.,1,1,1,1,1,1,2,2,1,1,1,1,1,3,5,4,4,6,6,6,1,1,6,6,1,6,4,4,1,1,1,4,2,1,2,2,3,3,2,2,2,2,2,3,1,2,2,3,4,Start at a modest scale as a proof of concept.,3,3,3,3,3,3,3,4,4,4,3,3,2,2,4,4,1,4,1,3,2,1,5,5,4,2,1,5,5,5,5,5,1,3,5,,1,,62,3,7,,
2234,1,5,5,4,4,I thank both natural process and engineered processes are required.,49,,4,,4,If the technology is ready.,2,,3,,1,This leads to pollution.,4,,4,This is a green way.,3,The effects on soil properties are not well understood.,4,,The natural process (such as plant trees and smart management) is mostly advocated.,2,4,"If the technology is maturity, this is an effective way.",2,,3,3,3,5,4,4,4,5,4,4,3,4,4,3,4,3,4,4,4,4,4,3,3,4,3,3,3,3,4,5,4,4,4,5,4,4,5,5,4,4,4,5,4,5,4,4,5,5,4,,4,4,5,4,4,5,5,5,4,4,5,4,3,3,5,5,4,5,3,4,5,3,5,3,5,2,5,3,5,4,4,4,2,3,4,,1,,37,2,7,,No.
1361,1,2,4,2,4,,49,,5,,5,,3,,2,,1,,2,,3,,3,,4,,,5,5,it is a very promising tethodology and needs testing in pilot projects,1,,2,2,2,1,3,4,4,4,1,2,2,4,3,3,2,3,2,4,4,4,2,4,3,2,2,1,1,1,4,4,4,2,4,3,3,3,2,4,4,4,2,3,4,4,4,4,2,3,3,,4,3,5,3,2,3,2,5,5,3,2,4,2,2,3,2,4,3,2,1,2,2,4,4,4,2,2,4,2,4,4,4,4,2,4,,2,,41,3,7,,
1444,1,4,4,4,4,,49,,4,,4,,4,,3,,3,,6,,5,,4,,5,,I think natural farming (organic no-tillage) along with clipped mulch is better soil management practices to improve soil C sequestration and improve yield response. ,2,3,I think this project will be alternative way to reduce GHG emission. ,2,,3,6,3,3,3,3,4,4,4,4,3,3,4,3,3,4,4,3,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,NO,3,3,4,3,3,3,4,3,3,3,3,3,3,3,4,3,4,5,4,4,4,4,4,4,4,3,1,5,3,2,5,5,1,3,5,,1,,18,6,6,,
33052,1,4,3,5,2,I am dubious that sufficient technology can be developed and deployed at sufficient scale to make a difference by 2050. ,47,Direct air capture is very energy intensive. Most carbon based products only have a relatively short lifetime before releasing CO2 back into the atmosphere. Minor change in atmospheric concentrations because most carbon based products decompose and return CO2 to the atmosphere. ,1,What is the energy source for direct air capture in a remote location like this?,2,This is only suitable in specific locations like Iceland snd should certainly be done in those locations. It appears to be effective for stack gases. It will be less effective for DAC. ,1,Not enough neutralizing material can be added by 2050 to make a difference. ,1,Very slow process. ,1,Unclear how much carbon is accumulated by thud process. Ecological consequences may be severe. ,5,These coastal marshes accumulate lots of carbon and do not release methane. ,2,"Care must be taken in planting trees where they are not now growing, and the removal of atmospheric carbon will be relatively modest as the newly planted trees do not accumulate much carbon in 30 years. ",1,Must do full carbon accounting for making bio char. ,4,There is a very large potential for accumulating carbon in agricultural and grassland soils.i,"Missing from this selection is to increase the large share of atmospheric carbon that is currently being accumulated by growing forests. This is a large share of the extra growth occurring in excess of meeting tree and soil respiration requirements of 3.6 GtC/year. Growing existing forests to
meet their ecological potential for carbon accumulation (proforestation) requires no additional land and is the lowest cost option. This also provides enhanced ecosystem services including biodiversity and greater climate resilience in response to flooding and provides regional cooling through evapotranspiration. 
",5,1,"This is an incredibly complex technological process. What is the life cycle energy intensity including building and operating all this equipment? Comparing it to “planting trees” is the incorrect comparison. These newly planted trees do not accumulate much carbon in their first 30 years. A 30- or 70- year old forest will accumulate a lot more. Protecting large older forests will already store a ton of more of carbon and continue accumulate more in wood and forest soils in subsequent years! Please consult a forest carbon cycle scientist who has measured this directly!
",9,"It is not solid carbon that is a bad idea, it is the inefficient means of collecting the carbon",5,5,1,1,1,2,6,6,2,4,1,4,4,5,5,5,5,6,6,6,3,1,2,3,5,5,5,5,2,1,1,4,1,1,1,1,1,1,3,3,1,2,1,4,1,1,1,2,1,This is a technological pipe dream that is way too complex to be successful. It will be very energy and expensive equipment and displace more cost effective five solutions. The framers of this do not understand that current terrestrial ecosystems reduce net additions to the atmosphere by 25% today and could remove and accumulate twice that amount on existing land. No inefficient and expensive afforestation needed. We are talking about an order of magnitude difference!,1,1,1,3,1,2,3,4,4,4,1,1,3,1,2,2,1,5,1,3,5,1,5,5,5,1,1,4,3,4,5,5,1,1,5,"These questions as framed with an apparent bias in the mind of the questioner. I have a scientific understanding of natural systems and a moral concern of their loss due to societal ignorance and arrogance. We can never fully understand the multiplicity of ecological interactions and should therefore proceed with caution. In my ignorance of the details of microchip based computers, I do not recklessly remove or add components in the mistaken belief I can make it better!",1,,66,2,7,,"Thank you for conducting a survey! I have worked on mitigation options for 33 years. I spent much of that time on technological solutions, and have adopted integrated solar, ground source heat pumps in a zero-net energy home, and an electric vehicle. I am convinced that technology is an essential part of the solution. As a coordinating lead author of 2 IPCC reports and a lead author on  three more, I became familiar with many mitigation technologies and their relative success and failure. We have failed to mobilize effective carbon dioxide capture and storage at even a modest scale, so forgive me if I am skeptical that direct air capture which has a far higher energy requirement and is far more technologically complex will be a panacea. As physical scientists, I have discovered we have a lot to learn from our ecology colleagues who have a deep understanding of how those systems work. It is clear from their research that afforestation and Bioenergy or Bioenergy with carbon capture and storage are far less effective and require vast amounts of land than existing growing forests, coastal wetlands and grasslands are capable of even greater carbon accumulation than they now do. Also, note that CO2 contributed slightly more than half of radiative forcing since 1750. We have a lot of work to do. I would be pleased to discuss any of this with you. I can be reached by text at 617-335-3994. "
